date,station,tree_total,tree_level,top_tree_species,weed_total,weed_level,top_weed_species,grass_total,grass_level,top_grass_species,mold_total,mold_level,top_mold_species,weather_notes
2023-06-08,Allergy Clinic,16.0,Medium,Pine Family with air bladders; All identified tree pollen not counted elsewhere,6.0,Low,All identified weed pollen not counted elsewhere,27.0,High,"Grass Family, all types",0.0,Low,,
2023-06-12,Allergy Clinic,37.0,Medium,Pine Family with air bladders; All identified tree pollen not counted elsewhere; Ash,36.0,Medium,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.; All identified weed pollen not counted elsewhere",67.0,High,"Grass Family, all types",0.0,Low,,
2023-06-14,Allergy Clinic,4.0,Low,"Pine Family with air bladders; All identified tree pollen not counted elsewhere; Juniper family, Cedar",1.0,Low,All identified weed pollen not counted elsewhere,7.0,Medium,"Grass Family, all types",0.0,Low,,
2023-06-15,Allergy Clinic,7.0,Low,"Pine Family with air bladders; Maple, Box elder; Juniper family, Cedar",14.0,Medium,"All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock",34.0,High,"Grass Family, all types",0.0,Low,,
2023-06-20,Allergy Clinic,1.0,Low,"Juniper family, Cedar",44.0,Medium,"All identified weed pollen not counted elsewhere; Aster, Cocklebur, etc.",6.0,Medium,"Grass Family, all types",0.0,Low,,
2023-06-21,Allergy Clinic,4.0,Low,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",8.0,Low,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",50.0,High,"Grass Family, all types",0.0,Low,,
2023-06-22,Allergy Clinic,5.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Alder",57.0,High,"All identified weed pollen not counted elsewhere; Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",30.0,High,"Grass Family, all types",0.0,Low,,
2023-06-28,Allergy Clinic,7.0,Low,"Pine Family with air bladders; Juniper family, Cedar",11.0,Medium,"All identified weed pollen not counted elsewhere; Nettle family, Pellitory",25.0,High,"Grass Family, all types",0.0,Low,,
2023-07-03,Allergy Clinic,2.0,Low,"Pine Family with air bladders; Juniper family, Cedar",8.0,Low,All identified weed pollen not counted elsewhere,24.0,High,"Grass Family, all types",0.0,Low,,
2023-07-05,Allergy Clinic,0.0,Low,"Juniper family, Cedar",8.0,Low,All identified weed pollen not counted elsewhere,18.0,Medium,"Grass Family, all types",0.0,Low,,
2023-07-11,Allergy Clinic,0.0,Low,,7.0,Low,"Sheep Sorrel, Dock; Plantain; Nettle family, Pellitory",14.0,Medium,"Grass Family, all types",0.0,Low,,
2023-07-12,Allergy Clinic,1.0,Low,Pine Family with air bladders,12.0,Medium,"All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock; Plantain",5.0,Medium,"Grass Family, all types",0.0,Low,,
2023-07-13,Allergy Clinic,1.0,Low,Pine Family with air bladders,9.0,Low,"Sheep Sorrel, Dock; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.",6.0,Medium,"Grass Family, all types",0.0,Low,,
2023-07-19,Allergy Clinic,0.0,Low,,22.0,Medium,All identified weed pollen not counted elsewhere,7.0,Medium,"Grass Family, all types",0.0,Low,,
2023-07-24,Allergy Clinic,3.0,Low,"Pine Family with air bladders; Juniper family, Cedar",6.0,Low,All identified weed pollen not counted elsewhere,1.0,Low,"Grass Family, all types",0.0,Low,,
2023-07-25,Allergy Clinic,1.0,Low,Pine Family with air bladders,3.0,Low,All identified weed pollen not counted elsewhere,1.0,Low,"Grass Family, all types",0.0,Low,,
2023-07-26,Allergy Clinic,1.0,Low,Pine Family with air bladders,6.0,Low,All identified weed pollen not counted elsewhere,2.0,Low,"Grass Family, all types",0.0,Low,,
2023-08-08,Allergy Clinic,1.0,Low,Pine Family with air bladders,8.0,Low,"All identified weed pollen not counted elsewhere; Plantain; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",1.0,Low,"Grass Family, all types",0.0,Low,,
2023-08-15,Allergy Clinic,0.0,Low,,16.0,Medium,"Aster, Cocklebur, etc.; All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",1.0,Low,"Grass Family, all types",0.0,Low,,HOT
2023-08-22,Allergy Clinic,0.0,Low,,10.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock; Aster, Cocklebur, etc.",1.0,Low,"Grass Family, all types",0.0,Low,,
2023-08-30,Allergy Clinic,0.0,Low,,12.0,Medium,"Aster, Cocklebur, etc.; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Plantain",0.0,Low,,0.0,Low,,
2023-09-05,Allergy Clinic,0.0,Low,,9.0,Low,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Plantain",2.0,Low,"Grass Family, all types",0.0,Low,,
2023-09-12,Allergy Clinic,0.0,Low,,20.0,Medium,"Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.",0.0,Low,,0.0,Low,,
2023-09-19,Allergy Clinic,2.0,Low,Pine Family with air bladders,22.0,Medium,"Aster, Cocklebur, etc.; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Sheep Sorrel, Dock",0.0,Low,,0.0,Low,,
2023-09-26,Allergy Clinic,3.0,Low,Pine Family with air bladders,39.0,Medium,"Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.",0.0,Low,,0.0,Low,,"breezy, rain showers"
2023-10-03,Allergy Clinic,1.0,Low,Pine Family with air bladders,20.0,Medium,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Nettle family, Pellitory; Sheep Sorrel, Dock",0.0,Low,,0.0,Low,,intermittent rain
2023-10-09,Allergy Clinic,0.0,Low,,26.0,Medium,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Plantain; Nettle family, Pellitory",0.0,Low,,0.0,Low,,"cool, light showers"
2023-10-17,Allergy Clinic,0.0,Low,,14.0,Medium,"Nettle family, Pellitory; Aster, Cocklebur, etc.; Sheep Sorrel, Dock",0.0,Low,,0.0,Low,,"rainy, cool"
2024-02-08,Allergy Clinic,7.0,Low,"Elm; Willow; Poplar, Cottonwood, Aspen",0.0,Low,,0.0,Low,,0.0,Low,,
2024-02-12,Allergy Clinic,1.0,Low,"Juniper family, Cedar",0.0,Low,,0.0,Low,,0.0,Low,,
2024-02-13,Allergy Clinic,7.0,Low,"Poplar, Cottonwood, Aspen; Juniper family, Cedar; Elm",0.0,Low,,0.0,Low,,0.0,Low,,
2024-02-16,Allergy Clinic,10.0,Low,"Elm; Juniper family, Cedar; Ash",0.0,Low,,0.0,Low,,0.0,Low,,
2024-02-20,Allergy Clinic,35.0,Medium,"Elm; Juniper family, Cedar; Willow",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-04,Allergy Clinic,0.0,Low,,0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-05,Allergy Clinic,151.0,High,"Juniper family, Cedar; Alder; Hazelnut",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-12,Allergy Clinic,41.0,Medium,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-15,Allergy Clinic,446.0,High,"Alder; Juniper family, Cedar; Birch",0.0,Low,,0.0,Low,,0.0,Low,,"sunny & warm, very breezy"
2024-03-18,Allergy Clinic,433.0,High,"Poplar, Cottonwood, Aspen; Juniper family, Cedar; Alder",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-20,Allergy Clinic,436.0,High,"Poplar, Cottonwood, Aspen; Alder; Elm",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-25,Allergy Clinic,6.0,Low,"Ash; Maple, Box elder",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-26,Allergy Clinic,34.0,Medium,"Birch; Elm; Juniper family, Cedar",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-27,Allergy Clinic,35.0,Medium,"Birch; Hemlock; Juniper family, Cedar",1.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,"windy, light showers"
2024-03-28,Allergy Clinic,53.0,Medium,"Hemlock; Birch; Juniper family, Cedar",0.0,Low,,0.0,Low,,0.0,Low,,
2024-03-30,Allergy Clinic,333.0,High,"Alder; Juniper family, Cedar; Birch",0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-01,Allergy Clinic,193.0,High,"Hemlock; Poplar, Cottonwood, Aspen; Ash",0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-02,Allergy Clinic,279.0,High,Willow; Birch; Hemlock,0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-09,Allergy Clinic,79.0,Medium,Willow; Ash; Hemlock,0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-10,Allergy Clinic,81.0,Medium,"Poplar, Cottonwood, Aspen; Hemlock; Birch",0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-11,Allergy Clinic,217.0,High,"Poplar, Cottonwood, Aspen; Willow; Juniper family, Cedar",0.0,Low,,0.0,Low,,0.0,Low,,
2024-04-19,Allergy Clinic,196.0,High,"Maple, Box elder; Willow; Oak",0.0,Low,,1.0,Low,"Grass Family, all types",0.0,Low,,very warm
2024-04-20,Allergy Clinic,169.0,High,"Maple, Box elder; Oak; Willow",1.0,Low,All identified weed pollen not counted elsewhere,5.0,Medium,"Grass Family, all types",0.0,Low,,warm and sunny to start but turned drizzly
2024-04-23,Allergy Clinic,109.0,High,"Oak; Ash; Maple, Box elder",0.0,Low,,3.0,Low,"Grass Family, all types",0.0,Low,,very warm
2024-04-26,Allergy Clinic,23.0,Medium,"Maple, Box elder; Pine Family with air bladders; Oak",1.0,Low,"Sheep Sorrel, Dock",3.0,Low,"Grass Family, all types",0.0,Low,,
2024-04-29,Allergy Clinic,14.0,Low,"Willow; Oak; Maple, Box elder",0.0,Low,,1.0,Low,"Grass Family, all types",0.0,Low,,
2024-05-01,Allergy Clinic,17.0,Medium,Pine Family with air bladders; Willow; Oak,5.0,Low,"Nettle family, Pellitory; Aster, Cocklebur, etc.; Sheep Sorrel, Dock",2.0,Low,"Grass Family, all types",0.0,Low,,ongoing rain
2024-05-03,Allergy Clinic,53.0,Medium,"Pine Family with air bladders; Maple, Box elder; Willow",6.0,Low,"Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Sheep Sorrel, Dock",3.0,Low,"Grass Family, all types",0.0,Low,,intermittent rain
2024-05-06,Allergy Clinic,27.0,Medium,"Pine Family with air bladders; Maple, Box elder; Juniper family, Cedar",7.0,Low,"Nettle family, Pellitory; All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock",3.0,Low,"Grass Family, all types",0.0,Low,,
2024-05-09,Allergy Clinic,69.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Mulberry",13.0,Medium,"Aster, Cocklebur, etc.; Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",10.0,Medium,"Grass Family, all types",0.0,Low,,
2024-05-10,Allergy Clinic,142.0,High,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",12.0,Medium,"Sheep Sorrel, Dock; Nettle family, Pellitory; Aster, Cocklebur, etc.",12.0,Medium,"Grass Family, all types",0.0,Low,,HOT! Reached over 90 today.
2024-05-11,Allergy Clinic,88.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Beech",11.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",5.0,Medium,"Grass Family, all types",0.0,Low,,still hot
2024-05-13,Allergy Clinic,66.0,Medium,All identified tree pollen not counted elsewhere; Pine Family with air bladders; Willow,0.0,Low,,15.0,Medium,"Grass Family, all types",0.0,Low,,"still very warm, and sunny"
2024-05-14,Allergy Clinic,111.0,High,"Pine Family with air bladders; Juniper family, Cedar; Ash",16.0,Medium,"All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock; Aster, Cocklebur, etc.",15.0,Medium,"Grass Family, all types",0.0,Low,,warm & sunny
2024-05-15,Allergy Clinic,36.0,Medium,"Willow; Ash; Juniper family, Cedar",7.0,Low,"Nettle family, Pellitory; Sheep Sorrel, Dock; Aster, Cocklebur, etc.",5.0,Medium,"Grass Family, all types",0.0,Low,,
2024-05-19,Allergy Clinic,23.0,Medium,"Pine Family with air bladders; Willow; Juniper family, Cedar",6.0,Low,"Sheep Sorrel, Dock; Plantain; Nettle family, Pellitory",5.0,Medium,"Grass Family, all types",0.0,Low,,overcast but warm
2024-05-20,Allergy Clinic,20.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Willow",2.0,Low,"Sheep Sorrel, Dock",4.0,Low,"Grass Family, all types",0.0,Low,,
2024-05-21,Allergy Clinic,11.0,Low,Willow; Pine Family with air bladders; Ash,7.0,Low,"Aster, Cocklebur, etc.; Sheep Sorrel, Dock; Nettle family, Pellitory",7.0,Medium,"Grass Family, all types",0.0,Low,,sunny at first then cool & rainy
2024-05-24,Allergy Clinic,12.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Willow",9.0,Low,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",8.0,Medium,"Grass Family, all types",0.0,Low,,"cool, breezy, a few showers"
2024-05-27,Allergy Clinic,17.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",28.0,Medium,"Aster, Cocklebur, etc.; Sheep Sorrel, Dock; Nettle family, Pellitory",14.0,Medium,"Grass Family, all types",0.0,Low,,warm & sunny
2024-05-29,Allergy Clinic,18.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Willow",4.0,Low,"Nettle family, Pellitory; Aster, Cocklebur, etc.",4.0,Low,"Grass Family, all types",0.0,Low,,"cool, mainly clear with a few showers"
2024-06-04,Allergy Clinic,6.0,Low,"Juniper family, Cedar; Willow; Pine Family with air bladders",9.0,Low,"Sheep Sorrel, Dock; Nettle family, Pellitory; Aster, Cocklebur, etc.",16.0,Medium,"Grass Family, all types",0.0,Low,,intermittent showers
2024-06-06,Allergy Clinic,16.0,Medium,"All identified tree pollen not counted elsewhere; Walnut, Butternut; Willow",17.0,Medium,"Nettle family, Pellitory; Aster, Cocklebur, etc.; Sheep Sorrel, Dock",50.0,High,"Grass Family, all types",0.0,Low,,"partly sunny / partly overcast, but warm"
2024-06-07,Allergy Clinic,16.0,Medium,Hornbeam/Hop hornbeam; Alder; Pine Family with air bladders,27.0,Medium,"Nettle family, Pellitory; Aster, Cocklebur, etc.; Sheep Sorrel, Dock",53.0,High,"Grass Family, all types",0.0,Low,,"warm, mostly sunny"
2024-06-10,Allergy Clinic,6.0,Low,"Willow; Poplar, Cottonwood, Aspen; Pine Family with air bladders",0.0,Low,,50.0,High,"Grass Family, all types",0.0,Low,,
2024-06-11,Allergy Clinic,20.0,Medium,"Juniper family, Cedar; Ash; Pine Family with air bladders",24.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",61.0,High,"Grass Family, all types",0.0,Low,,warm & sunny
2024-06-13,Allergy Clinic,20.0,Medium,"Juniper family, Cedar; Ash; Willow",18.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock; Aster, Cocklebur, etc.",57.0,High,"Grass Family, all types",0.0,Low,,
2024-06-17,Allergy Clinic,9.0,Low,"Juniper family, Cedar; Willow; Birch",4.0,Low,"Sheep Sorrel, Dock; Plantain; Nettle family, Pellitory",3.0,Low,"Grass Family, all types",0.0,Low,,partly sunny with showers
2024-06-18,Allergy Clinic,18.0,Medium,"Juniper family, Cedar; Ash; All identified tree pollen not counted elsewhere",6.0,Low,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",33.0,High,"Grass Family, all types",0.0,Low,,warm w/some showers
2024-06-19,Allergy Clinic,30.0,Medium,"Juniper family, Cedar; Beech; Alder",13.0,Medium,"Plantain; Nettle family, Pellitory; Aster, Cocklebur, etc.",74.0,High,"Grass Family, all types",0.0,Low,,"hot, sunny"
2024-06-22,Allergy Clinic,33.0,Medium,"Juniper family, Cedar; Beech; Pine Family with air bladders",11.0,Medium,"Plantain; Nettle family, Pellitory; Aster, Cocklebur, etc.",37.0,High,"Grass Family, all types",0.0,Low,,"very warm, a little breezy"
2024-06-26,Allergy Clinic,8.0,Low,"Poplar, Cottonwood, Aspen; Pine Family with air bladders",14.0,Medium,All identified weed pollen not counted elsewhere; Sedge Family,78.0,High,"Grass Family, all types",0.0,Low,,
2024-06-27,Allergy Clinic,5.0,Low,All identified tree pollen not counted elsewhere; Sweet Gum; Pine Family with air bladders,6.0,Low,"All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",13.0,Medium,"Grass Family, all types",0.0,Low,,
2024-07-09,Allergy Clinic,9.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",11.0,Medium,"Aster, Cocklebur, etc.; Sheep Sorrel, Dock; Plantain",34.0,High,"Grass Family, all types",0.0,Low,,record breaking heat
2024-07-11,Allergy Clinic,8.0,Low,"All identified tree pollen not counted elsewhere; Juniper family, Cedar",13.0,Medium,"Aster, Cocklebur, etc.; Sheep Sorrel, Dock; Nettle family, Pellitory",29.0,High,"Grass Family, all types",0.0,Low,,still hot
2024-07-15,Allergy Clinic,3.0,Low,"Juniper family, Cedar; All identified tree pollen not counted elsewhere",12.0,Medium,"Sheep Sorrel, Dock; Sedge Family; Nettle family, Pellitory",10.0,Medium,"Grass Family, all types",0.0,Low,,still pretty hot
2024-07-16,Allergy Clinic,5.0,Low,"Pine Family with air bladders; Juniper family, Cedar",6.0,Low,"Sheep Sorrel, Dock; Nettle family, Pellitory; Plantain",9.0,Medium,"Grass Family, all types",0.0,Low,,still pretty hot
2024-07-19,Allergy Clinic,7.0,Low,"Juniper family, Cedar; All identified tree pollen not counted elsewhere",12.0,Medium,"All identified weed pollen not counted elsewhere; Nettle family, Pellitory; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",18.0,Medium,"Grass Family, all types",0.0,Low,,still pretty hot
2024-07-23,Allergy Clinic,4.0,Low,"Pine Family with air bladders; Juniper family, Cedar",27.0,Medium,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock",6.0,Medium,"Grass Family, all types",0.0,Low,,
2024-07-25,Allergy Clinic,7.0,Low,"Juniper family, Cedar; All identified tree pollen not counted elsewhere; Pine Family with air bladders",4.0,Low,"Sheep Sorrel, Dock; All identified weed pollen not counted elsewhere",6.0,Medium,"Grass Family, all types",0.0,Low,,
2024-07-26,Allergy Clinic,5.0,Low,"Juniper family, Cedar; All identified tree pollen not counted elsewhere; Hemlock",14.0,Medium,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; All identified weed pollen not counted elsewhere; Aster, Cocklebur, etc.",23.0,High,"Grass Family, all types",0.0,Low,,sunny & hot again after a brief rain recently
2024-08-02,Allergy Clinic,9.0,Low,"Juniper family, Cedar; Pine Family with air bladders",20.0,Medium,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Sheep Sorrel, Dock",7.0,Medium,"Grass Family, all types",0.0,Low,,hot again
2024-08-06,Allergy Clinic,4.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Hemlock",21.0,Medium,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.",1.0,Low,"Grass Family, all types",0.0,Low,,still hot
2024-08-07,Allergy Clinic,3.0,Low,"Juniper family, Cedar; Pine Family with air bladders",12.0,Medium,"Aster, Cocklebur, etc.; All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",2.0,Low,"Grass Family, all types",0.0,Low,,hot
2024-08-14,Allergy Clinic,3.0,Low,"Juniper family, Cedar; Pine Family with air bladders",10.0,Medium,"Aster, Cocklebur, etc.; All identified weed pollen not counted elsewhere; Plantain",3.0,Low,"Grass Family, all types",0.0,Low,,
2024-09-06,Allergy Clinic,2.0,Low,Pine Family with air bladders,14.0,Medium,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Aster, Cocklebur, etc.",1.0,Low,"Grass Family, all types",0.0,Low,,
2024-09-21,Allergy Clinic,2.0,Low,Pine Family with air bladders,17.0,Medium,"All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Low,,0.0,Low,,"warm, a little breezy"
2024-09-28,Allergy Clinic,5.0,Low,Pine Family with air bladders; Elm,3.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,
2024-10-04,Allergy Clinic,2.0,Low,"Pine Family with air bladders; Juniper family, Cedar",12.0,Medium,"Aster, Cocklebur, etc.; All identified weed pollen not counted elsewhere; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Low,,0.0,Low,,mild
2024-10-08,Allergy Clinic,2.0,Low,Pine Family with air bladders,7.0,Low,"All identified weed pollen not counted elsewhere; Plantain; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",1.0,Low,"Grass Family, all types",0.0,Low,,"dry & calm, mid 60s"
2024-10-15,Allergy Clinic,0.0,Low,,4.0,Low,"All identified weed pollen not counted elsewhere; Sheep Sorrel, Dock; Aster, Cocklebur, etc.",0.0,Low,,0.0,Low,,"high in the 60s, some rain"
2024-10-22,Allergy Clinic,1.0,Low,Pine Family with air bladders,2.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,intermittent showers
2024-10-26,Allergy Clinic,4.0,Low,Pine Family with air bladders,2.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,"high in the 60s, intermittent showers"
2024-11-05,Allergy Clinic,3.0,Low,Pine Family with air bladders,2.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,"high in the 50s, windy with a couple showers"
2024-11-12,Allergy Clinic,1.0,Low,Pine Family with air bladders,3.0,Low,"Aster, Cocklebur, etc.; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Low,,0.0,Low,,"50s, breezy, intermittent rain"
2024-11-26,Allergy Clinic,0.0,Low,,1.0,Low,All identified weed pollen not counted elsewhere,0.0,Low,,0.0,Low,,rainy
2024-12-30,Allergy Clinic,6.0,Low,"Juniper family, Cedar; Birch; Hemlock",1.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Low,,0.0,Low,,"intermittent rain, weather in the 40s"
2025-01-06,Allergy Clinic,47.0,Medium,"Juniper family, Cedar; Poplar, Cottonwood, Aspen; Birch",0.0,Low,,0.0,Low,,0.0,Low,,"High in the mid 50s, breezy & dry"
2025-01-13,Allergy Clinic,4.0,Low,"Willow; Juniper family, Cedar; All identified tree pollen not counted elsewhere",0.0,Low,,0.0,Low,,0.0,Low,,
2025-01-21,Allergy Clinic,5.0,Low,"Willow; Juniper family, Cedar; Alder",0.0,Low,,0.0,Low,,0.0,Low,,"high in the low 40s, sunny & clear but, freezing overnight"
2025-01-28,Allergy Clinic,16.0,Medium,"Hazelnut; Juniper family, Cedar; Birch",0.0,Low,,0.0,Low,,0.0,Low,,"still falling below freezing overnight but high of 51 today, sunny and dry"
2025-01-31,Allergy Clinic,8.0,Low,"Willow; Juniper family, Cedar; Ash",0.0,Low,,0.0,Low,,0.0,Low,,temps in the mid 30s to low 40s including overnight; dry
2025-02-04,Allergy Clinic,10.0,Low,Birch; Elm; Willow,0.0,Low,,0.0,Low,,0.0,Low,,
2025-02-07,Allergy Clinic,43.0,Medium,Hazelnut; Birch; Elm,0.0,Low,,0.0,Low,,0.0,Low,,
2025-02-18,Allergy Clinic,14.0,Low,"Juniper family, Cedar; Willow; Hazelnut",0.0,Low,,0.0,Low,,0.0,Low,,"high in the low 40s, lows in the upper 20s overnight"
2025-02-19,Allergy Clinic,47.0,Medium,"Juniper family, Cedar; Hickory, Pecan; Birch",0.0,Low,,0.0,Low,,0.0,Low,,
2025-02-26,Allergy Clinic,104.0,High,"Juniper family, Cedar; Ash; Poplar, Cottonwood, Aspen",0.0,Low,,0.0,Low,,0.0,Low,,"high mid 50s, low mid 30s, a brief light shower or two"
2025-03-04,Allergy Clinic,101.0,High,"Juniper family, Cedar; Alder; Ash",0.0,Low,,0.0,Low,,0.0,Low,,"low in the mid 40s overnight, high in the upper 50s, very brief light shower"
2025-03-08,Allergy Clinic,47.0,Medium,"Juniper family, Cedar; Alder; Ash",0.0,Low,,0.0,Low,,0.0,Low,,"breezy & dry, high in the low 60s, lows in the 40s overnight"
2025-03-12,Allergy Clinic,23.0,Medium,"Juniper family, Cedar; Ash; Willow",0.0,Low,,0.0,Low,,0.0,Low,,"a little drizzly, high in the low 50s and low in the upper 40s overnight"
2025-03-14,Allergy Clinic,27.0,Medium,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Low,,0.0,Low,,0.0,Low,,"high in the low 40s and low overnight in the upper 30s, a couple light rain storms"
2025-03-18,Allergy Clinic,85.0,Medium,"Alder; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Low,,0.0,Low,,0.0,Low,,"Temps in the 40s including overnight, some rain and a brief hail storm"
2025-03-22,Allergy Clinic,31.0,Medium,"Poplar, Cottonwood, Aspen; Juniper family, Cedar; Ash",0.0,Low,,0.0,Low,,0.0,Low,,"temps in the mid 40s to mid 50s, a little rain"
2025-03-23,Allergy Clinic,73.0,Medium,"Juniper family, Cedar; Alder; Ash",0.0,Low,,0.0,Low,,0.0,Low,,"low in the upper 40s overnight, high of 61, but a little rain"
2025-04-01,Allergy Clinic,10.0,Low,"Poplar, Cottonwood, Aspen; Ash; Willow",0.0,Low,,1.0,Low,"Grass Family, all types",0.0,Low,,"high in the mid 50s, low in the upper 30s, dry but overcast"
2025-04-04,Allergy Clinic,104.0,High,Alder; Birch; Ash,0.0,Low,,0.0,Low,,0.0,Low,,"Lows in the 40s, high of 70, sunny & warm."
2025-04-08,Allergy Clinic,114.0,High,"Ash; Willow; Juniper family, Cedar",0.0,Low,,1.0,Low,"Grass Family, all types",0.0,Low,,"Temp ranged from low 50s overnight to high 50s during the day, a couple brief showers."
2025-04-12,Allergy Clinic,85.0,Medium,"Poplar, Cottonwood, Aspen; Hemlock; Ash",0.0,Low,,1.0,Low,"Grass Family, all types",0.0,Low,,"Lows in the 40s overnight, nearly hit 60 in the day, dry and sunny"
2025-04-15,Allergy Clinic,390.0,High,Ash; Alder; Oak,2.0,Low,"Sedge Family; Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",2.0,Low,"Grass Family, all types",0.0,Low,,"lows in the 50s, highs in the mid 70s, very warm and sunny"
