date,station,tree_total,tree_level,top_tree_species,weed_total,weed_level,top_weed_species,grass_total,grass_level,top_grass_species,mold_total,mold_level,top_mold_species,weather_notes
2008-10-22,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-10-23,"Oregon Allergy Associates, Eugene,  Oregon ",4.0,Low,"Pine Family with air bladders; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-10-24,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-10-28,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-10-30,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-10-31,"Oregon Allergy Associates, Eugene,  Oregon ",5.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-05,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-06,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Pine Family with air bladders,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-13,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-14,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-18,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-19,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-20,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,1.0,Low,"Aster, Cocklebur, etc.",0.0,Not Present,,0.0,Not Present,,
2008-11-21,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-25,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-11-26,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-02,"Oregon Allergy Associates, Eugene,  Oregon ",6.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-03,"Oregon Allergy Associates, Eugene,  Oregon ",1.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-04,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-09,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-10,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-12,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-19,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-23,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-24,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-30,"Oregon Allergy Associates, Eugene,  Oregon ",65.0,Medium,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2008-12-31,"Oregon Allergy Associates, Eugene,  Oregon ",160.0,High,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-06,"Oregon Allergy Associates, Eugene,  Oregon ",11.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-07,"Oregon Allergy Associates, Eugene,  Oregon ",459.0,High,"Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-08,"Oregon Allergy Associates, Eugene,  Oregon ",548.0,Very High,"Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-09,"Oregon Allergy Associates, Eugene,  Oregon ",71.0,Medium,"Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-13,"Oregon Allergy Associates, Eugene,  Oregon ",80.0,Medium,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-14,"Oregon Allergy Associates, Eugene,  Oregon ",22.0,Medium,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-15,"Oregon Allergy Associates, Eugene,  Oregon ",8.0,Low,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-17,"Oregon Allergy Associates, Eugene,  Oregon ",8.0,Low,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-20,"Oregon Allergy Associates, Eugene,  Oregon ",57.0,Medium,"Hazelnut; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-21,"Oregon Allergy Associates, Eugene,  Oregon ",33.0,Medium,"Hazelnut; Juniper family, Cedar; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-22,"Oregon Allergy Associates, Eugene,  Oregon ",33.0,Medium,"Hazelnut; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-23,"Oregon Allergy Associates, Eugene,  Oregon ",17.0,Medium,"Hazelnut; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-24,"Oregon Allergy Associates, Eugene,  Oregon ",90.0,High,"Hazelnut; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-27,"Oregon Allergy Associates, Eugene,  Oregon ",8.0,Low,"Hazelnut; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-28,"Oregon Allergy Associates, Eugene,  Oregon ",24.0,Medium,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-29,"Oregon Allergy Associates, Eugene,  Oregon ",11.0,Low,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-30,"Oregon Allergy Associates, Eugene,  Oregon ",6.0,Low,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-01-31,"Oregon Allergy Associates, Eugene,  Oregon ",193.0,High,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-01,"Oregon Allergy Associates, Eugene,  Oregon ",239.0,High,"Alder; Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-02,"Oregon Allergy Associates, Eugene,  Oregon ",39.0,Medium,"Alder; Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-03,"Oregon Allergy Associates, Eugene,  Oregon ",112.0,High,"Hazelnut; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-04,"Oregon Allergy Associates, Eugene,  Oregon ",413.0,High,"Birch; Hazelnut; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-05,"Oregon Allergy Associates, Eugene,  Oregon ",53.0,Medium,"Juniper family, Cedar; Birch; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-06,"Oregon Allergy Associates, Eugene,  Oregon ",169.0,High,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-07,"Oregon Allergy Associates, Eugene,  Oregon ",22.0,Medium,"Birch; Juniper family, Cedar; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-09,"Oregon Allergy Associates, Eugene,  Oregon ",143.0,High,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-10,"Oregon Allergy Associates, Eugene,  Oregon ",17.0,Medium,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-11,"Oregon Allergy Associates, Eugene,  Oregon ",31.0,Medium,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-12,"Oregon Allergy Associates, Eugene,  Oregon ",116.0,High,"Birch; Hazelnut; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-13,"Oregon Allergy Associates, Eugene,  Oregon ",7.0,Low,"Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-14,"Oregon Allergy Associates, Eugene,  Oregon ",13.0,Low,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-16,"Oregon Allergy Associates, Eugene,  Oregon ",72.0,Medium,"Hazelnut; Birch; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-17,"Oregon Allergy Associates, Eugene,  Oregon ",53.0,Medium,"Juniper family, Cedar; Birch; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-18,"Oregon Allergy Associates, Eugene,  Oregon ",24.0,Medium,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-19,"Oregon Allergy Associates, Eugene,  Oregon ",74.0,Medium,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-20,"Oregon Allergy Associates, Eugene,  Oregon ",32.0,Medium,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-21,"Oregon Allergy Associates, Eugene,  Oregon ",100.0,High,"Juniper family, Cedar; Alder; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-24,"Oregon Allergy Associates, Eugene,  Oregon ",37.0,Medium,"Juniper family, Cedar; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-25,"Oregon Allergy Associates, Eugene,  Oregon ",5.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-26,"Oregon Allergy Associates, Eugene,  Oregon ",15.0,Medium,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-27,"Oregon Allergy Associates, Eugene,  Oregon ",14.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-02-28,"Oregon Allergy Associates, Eugene,  Oregon ",28.0,Medium,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-03,"Oregon Allergy Associates, Eugene,  Oregon ",214.0,High,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-04,"Oregon Allergy Associates, Eugene,  Oregon ",208.0,High,"Juniper family, Cedar; Hazelnut; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-05,"Oregon Allergy Associates, Eugene,  Oregon ",11.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-06,"Oregon Allergy Associates, Eugene,  Oregon ",10.0,Low,"Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-07,"Oregon Allergy Associates, Eugene,  Oregon ",24.0,Medium,"Juniper family, Cedar; Hazelnut; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-10,"Oregon Allergy Associates, Eugene,  Oregon ",6.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-11,"Oregon Allergy Associates, Eugene,  Oregon ",8.0,Low,"Juniper family, Cedar; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-13,"Oregon Allergy Associates, Eugene,  Oregon ",205.0,High,"Juniper family, Cedar; Elm; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-14,"Oregon Allergy Associates, Eugene,  Oregon ",518.0,Very High,"Juniper family, Cedar; Elm; Hazelnut",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-16,"Oregon Allergy Associates, Eugene,  Oregon ",8.0,Low,"Juniper family, Cedar; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-17,"Oregon Allergy Associates, Eugene,  Oregon ",31.0,Medium,"Elm; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-19,"Oregon Allergy Associates, Eugene,  Oregon ",237.0,High,"Poplar, Cottonwood, Aspen; Juniper family, Cedar; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-20,"Oregon Allergy Associates, Eugene,  Oregon ",147.0,High,"All identified tree pollen not counted elsewhere; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-21,"Oregon Allergy Associates, Eugene,  Oregon ",338.0,High,"All identified tree pollen not counted elsewhere; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-24,"Oregon Allergy Associates, Eugene,  Oregon ",19.0,Medium,"All identified tree pollen not counted elsewhere; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-25,"Oregon Allergy Associates, Eugene,  Oregon ",11.0,Low,All identified tree pollen not counted elsewhere,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-26,"Oregon Allergy Associates, Eugene,  Oregon ",37.0,Medium,"All identified tree pollen not counted elsewhere; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-27,"Oregon Allergy Associates, Eugene,  Oregon ",1143.0,Very High,"All identified tree pollen not counted elsewhere; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-28,"Oregon Allergy Associates, Eugene,  Oregon ",817.0,Very High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-29,"Oregon Allergy Associates, Eugene,  Oregon ",354.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-30,"Oregon Allergy Associates, Eugene,  Oregon ",184.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-03-31,"Oregon Allergy Associates, Eugene,  Oregon ",199.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-01,"Oregon Allergy Associates, Eugene,  Oregon ",102.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-02,"Oregon Allergy Associates, Eugene,  Oregon ",30.0,Medium,"Hornbeam/Hop hornbeam; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-03,"Oregon Allergy Associates, Eugene,  Oregon ",41.0,Medium,"Hornbeam/Hop hornbeam; Oak; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-04,"Oregon Allergy Associates, Eugene,  Oregon ",48.0,Medium,"Hornbeam/Hop hornbeam; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-06,"Oregon Allergy Associates, Eugene,  Oregon ",390.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-07,"Oregon Allergy Associates, Eugene,  Oregon ",491.0,High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-08,"Oregon Allergy Associates, Eugene,  Oregon ",1572.0,Very High,"Hornbeam/Hop hornbeam; Juniper family, Cedar; Sweet Gum",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-09,"Oregon Allergy Associates, Eugene,  Oregon ",133.0,High,Ash; Sweet Gum; Hornbeam/Hop hornbeam,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-10,"Oregon Allergy Associates, Eugene,  Oregon ",118.0,High,"Sweet Gum; Ash; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-11,"Oregon Allergy Associates, Eugene,  Oregon ",103.0,High,Ash; Sweet Gum; Hornbeam/Hop hornbeam,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-12,"Oregon Allergy Associates, Eugene,  Oregon ",169.0,High,Ash; Sweet Gum; Hornbeam/Hop hornbeam,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-13,"Oregon Allergy Associates, Eugene,  Oregon ",296.0,High,Sweet Gum; Hornbeam/Hop hornbeam; Ash,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-14,"Oregon Allergy Associates, Eugene,  Oregon ",113.0,High,Sweet Gum; Ash; Hornbeam/Hop hornbeam,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-15,"Oregon Allergy Associates, Eugene,  Oregon ",219.0,High,Elm; Hornbeam/Hop hornbeam; Ash,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-16,"Oregon Allergy Associates, Eugene,  Oregon ",122.0,High,Elm; Ash; Hornbeam/Hop hornbeam,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-04-17,"Oregon Allergy Associates, Eugene,  Oregon ",547.0,Very High,Elm; Ash; Pine Family with air bladders,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-04-18,"Oregon Allergy Associates, Eugene,  Oregon ",222.0,High,"Ash; Birch; Juniper family, Cedar",0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-04-21,"Oregon Allergy Associates, Eugene,  Oregon ",749.0,Very High,Ash; Birch; Sweet Gum,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-22,"Oregon Allergy Associates, Eugene,  Oregon ",898.0,Very High,Ash; Birch; Elm,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-04-23,"Oregon Allergy Associates, Eugene,  Oregon ",665.0,Very High,Ash; Elm; Birch,2.0,Low,Plantain,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-04-25,"Oregon Allergy Associates, Eugene,  Oregon ",206.0,High,Ash; Oak; Elm,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-04-28,"Oregon Allergy Associates, Eugene,  Oregon ",277.0,High,Oak; Ash; Willow,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-29,"Oregon Allergy Associates, Eugene,  Oregon ",153.0,High,Oak; Willow; Birch,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-04-30,"Oregon Allergy Associates, Eugene,  Oregon ",378.0,High,"Oak; Willow; Maple, Box elder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-05-01,"Oregon Allergy Associates, Eugene,  Oregon ",170.0,High,Oak; Ash; Willow,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-02,"Oregon Allergy Associates, Eugene,  Oregon ",491.0,High,Oak; Ash; Willow,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-05-05,"Oregon Allergy Associates, Eugene,  Oregon ",188.0,High,Oak; Willow; All identified tree pollen not counted elsewhere,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-05-06,"Oregon Allergy Associates, Eugene,  Oregon ",69.0,Medium,Oak; Willow; Pine Family with air bladders,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-05-07,"Oregon Allergy Associates, Eugene,  Oregon ",210.0,High,Oak; Ash; Willow,2.0,Low,"Sheep Sorrel, Dock",0.0,Not Present,,0.0,Not Present,,
2009-05-08,"Oregon Allergy Associates, Eugene,  Oregon ",7.0,Low,Oak; Willow; Ash,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-05-09,"Oregon Allergy Associates, Eugene,  Oregon ",88.0,Medium,Oak; Willow; Ash,2.0,Low,"Sheep Sorrel, Dock",8.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-12,"Oregon Allergy Associates, Eugene,  Oregon ",34.0,Medium,Oak; Willow; Pine Family with air bladders,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2009-05-13,"Oregon Allergy Associates, Eugene,  Oregon ",13.0,Low,Willow; Pine Family with air bladders; Oak,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-05-14,"Oregon Allergy Associates, Eugene,  Oregon ",23.0,Medium,Oak; Willow; Pine Family with air bladders,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2009-05-15,"Oregon Allergy Associates, Eugene,  Oregon ",56.0,Medium,Pine Family with air bladders; Oak; Willow,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-16,"Oregon Allergy Associates, Eugene,  Oregon ",37.0,Medium,Oak; Pine Family with air bladders; Ash,0.0,Not Present,,8.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-18,"Oregon Allergy Associates, Eugene,  Oregon ",58.0,Medium,"Walnut, Butternut; Pine Family with air bladders; Willow",2.0,Low,"Sheep Sorrel, Dock",11.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-19,"Oregon Allergy Associates, Eugene,  Oregon ",50.0,Medium,"Pine Family with air bladders; Willow; Walnut, Butternut",3.0,Low,"Sheep Sorrel, Dock",17.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-20,"Oregon Allergy Associates, Eugene,  Oregon ",27.0,Medium,"Pine Family with air bladders; Walnut, Butternut; Oak",2.0,Low,"Sheep Sorrel, Dock",14.0,Medium,"Grass Family, all types",0.0,Not Present,,
2009-05-21,"Oregon Allergy Associates, Eugene,  Oregon ",35.0,Medium,"Walnut, Butternut; Willow; All identified tree pollen not counted elsewhere",0.0,Not Present,,24.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-22,"Oregon Allergy Associates, Eugene,  Oregon ",83.0,Medium,"Walnut, Butternut; Pine Family with air bladders; All identified tree pollen not counted elsewhere",0.0,Not Present,,21.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-23,"Oregon Allergy Associates, Eugene,  Oregon ",60.0,Medium,"Walnut, Butternut; Pine Family with air bladders; Willow",2.0,Low,"Sheep Sorrel, Dock",37.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-24,"Oregon Allergy Associates, Eugene,  Oregon ",69.0,Medium,"Pine Family with air bladders; Walnut, Butternut; All identified tree pollen not counted elsewhere",2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",26.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-25,"Oregon Allergy Associates, Eugene,  Oregon ",57.0,Medium,"Walnut, Butternut; Pine Family with air bladders; All identified tree pollen not counted elsewhere",0.0,Not Present,,53.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-26,"Oregon Allergy Associates, Eugene,  Oregon ",58.0,Medium,"Walnut, Butternut; Pine Family with air bladders; All identified tree pollen not counted elsewhere",2.0,Low,"Sheep Sorrel, Dock",96.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-27,"Oregon Allergy Associates, Eugene,  Oregon ",83.0,Medium,"Walnut, Butternut; Pine Family with air bladders; Willow",3.0,Low,"Sheep Sorrel, Dock",78.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-28,"Oregon Allergy Associates, Eugene,  Oregon ",89.0,Medium,"Walnut, Butternut; Pine Family with air bladders; All identified tree pollen not counted elsewhere",2.0,Low,"Sheep Sorrel, Dock",178.0,High,"Grass Family, all types",0.0,Not Present,,
2009-05-29,"Oregon Allergy Associates, Eugene,  Oregon ",162.0,High,"Walnut, Butternut; Pine Family with air bladders; All identified tree pollen not counted elsewhere",5.0,Low,"Sheep Sorrel, Dock; Plantain",357.0,Very High,"Grass Family, all types",0.0,Not Present,,
2009-05-30,"Oregon Allergy Associates, Eugene,  Oregon ",245.0,High,"Walnut, Butternut; Pine Family with air bladders; Willow",8.0,Low,"Sheep Sorrel, Dock",300.0,Very High,"Grass Family, all types",0.0,Not Present,,
2009-05-31,"Oregon Allergy Associates, Eugene,  Oregon ",134.0,High,"Walnut, Butternut; Pine Family with air bladders; Juniper family, Cedar",3.0,Low,"Sheep Sorrel, Dock",583.0,Very High,"Grass Family, all types",0.0,Not Present,,
2009-06-01,"Oregon Allergy Associates, Eugene,  Oregon ",39.0,Medium,"Walnut, Butternut; Pine Family with air bladders; Oak",2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",200.0,Very High,"Grass Family, all types",0.0,Not Present,,
2009-06-02,"Oregon Allergy Associates, Eugene,  Oregon ",45.0,Medium,"Walnut, Butternut; Pine Family with air bladders; Willow",0.0,Not Present,,186.0,High,"Grass Family, all types",0.0,Not Present,,
2009-06-03,"Oregon Allergy Associates, Eugene,  Oregon ",32.0,Medium,"Pine Family with air bladders; Walnut, Butternut; Oak",0.0,Not Present,,376.0,Very High,"Grass Family, all types",0.0,Not Present,,
2009-06-04,"Oregon Allergy Associates, Eugene,  Oregon ",21.0,Medium,Pine Family with air bladders; Willow; Birch,5.0,Low,"Plantain; Sheep Sorrel, Dock",256.0,Very High,"Grass Family, all types",0.0,Not Present,,
